FG%,3P%,FT%,FTA,TRB,AST,TOV,STL,BLK,Opponent,Point_Differential,Home,Win,Team,Opponent_Win_Rate
0.451,0.36,0.818,22.0,36.0,30.0,17.0,9.0,3.0,BRK,-18,0,0,NOP,0.24390243902439024
0.58,0.269,0.885,26.0,33.0,35.0,9.0,8.0,6.0,SAS,-3,1,0,NOP,0.7560975609756098
0.518,0.375,0.882,17.0,57.0,36.0,10.0,10.0,8.0,POR,23,1,1,NOP,0.5180722891566265
0.462,0.242,0.8,25.0,53.0,21.0,15.0,7.0,5.0,CHI,10,0,1,NOP,0.3780487804878049
0.505,0.407,0.857,28.0,41.0,27.0,12.0,15.0,7.0,HOU,5,1,1,NOP,0.6341463414634146
0.529,0.333,0.853,34.0,49.0,25.0,18.0,6.0,2.0,IND,19,1,1,NOP,0.23170731707317074
0.454,0.235,0.852,27.0,51.0,28.0,13.0,9.0,2.0,DAL,6,1,1,NOP,0.3170731707317073
0.457,0.423,0.84,25.0,43.0,26.0,16.0,10.0,2.0,CLE,-23,0,0,NOP,0.6341463414634146
0.443,0.2,0.595,42.0,38.0,22.0,12.0,10.0,2.0,PHO,-7,1,0,NOP,0.5476190476190477
0.437,0.333,0.879,33.0,43.0,16.0,13.0,11.0,7.0,PHO,-9,1,0,NOP,0.5476190476190477
0.458,0.389,0.852,27.0,50.0,27.0,12.0,6.0,8.0,NYK,-5,1,0,NOP,0.6463414634146342
0.429,0.316,0.815,27.0,46.0,25.0,10.0,4.0,9.0,CHI,-16,0,0,NOP,0.3780487804878049
0.449,0.267,0.722,18.0,42.0,22.0,15.0,8.0,11.0,POR,-13,1,0,NOP,0.5180722891566265
0.467,0.4,0.75,8.0,42.0,28.0,26.0,9.0,7.0,MIA,-19,0,0,NOP,0.5180722891566265
0.44,0.25,0.722,18.0,44.0,28.0,16.0,8.0,2.0,LAL,-8,1,0,NOP,0.6463414634146342
0.442,0.286,0.64,25.0,40.0,26.0,19.0,13.0,9.0,ATL,-17,0,0,NOP,0.5609756097560976
0.537,0.324,0.625,24.0,51.0,30.0,19.0,12.0,4.0,WAS,21,0,1,NOP,0.2073170731707317
0.575,0.538,0.8,15.0,26.0,27.0,16.0,8.0,9.0,ORL,-10,0,0,NOP,0.5476190476190477
0.453,0.379,0.871,31.0,51.0,21.0,15.0,6.0,4.0,DEN,-6,1,0,NOP,0.6585365853658537
0.443,0.333,0.76,25.0,53.0,24.0,9.0,5.0,7.0,BRK,3,1,1,NOP,0.24390243902439024
0.5,0.419,0.8,30.0,42.0,22.0,9.0,4.0,4.0,IND,-8,0,0,NOP,0.23170731707317074
0.5,0.385,0.8,15.0,39.0,27.0,14.0,10.0,5.0,HOU,-9,0,0,NOP,0.6341463414634146
0.419,0.219,0.833,30.0,46.0,19.0,19.0,13.0,6.0,DET,-8,1,0,NOP,0.7317073170731707
0.465,0.361,0.848,33.0,49.0,29.0,10.0,14.0,4.0,MEM,6,0,1,NOP,0.3048780487804878
0.402,0.265,0.765,17.0,58.0,23.0,10.0,3.0,5.0,SAS,9,0,1,NOP,0.7560975609756098
0.343,0.25,0.773,22.0,54.0,25.0,9.0,13.0,11.0,OKC,-9,0,0,NOP,0.7804878048780488
0.489,0.242,0.769,26.0,42.0,24.0,16.0,13.0,6.0,MEM,8,1,1,NOP,0.3048780487804878
0.435,0.417,0.864,22.0,46.0,23.0,10.0,5.0,11.0,PHI,-10,0,0,NOP,0.5542168674698795
0.393,0.324,0.72,25.0,34.0,23.0,8.0,9.0,4.0,CHO,-7,0,0,NOP,0.5357142857142857
0.479,0.522,0.793,29.0,38.0,32.0,8.0,9.0,2.0,MIL,-4,0,0,NOP,0.3902439024390244
0.538,0.441,0.818,22.0,39.0,29.0,16.0,5.0,5.0,MIN,4,0,1,NOP,0.5975609756097561
0.54,0.41,0.625,16.0,39.0,30.0,13.0,8.0,5.0,SAC,26,1,1,NOP,0.2682926829268293
0.457,0.355,0.842,19.0,46.0,27.0,13.0,5.0,3.0,MIA,-12,1,0,NOP,0.5180722891566265
0.54,0.16,0.714,28.0,37.0,22.0,14.0,10.0,5.0,MIL,-21,1,0,NOP,0.3902439024390244
0.494,0.5,0.763,38.0,49.0,25.0,15.0,5.0,8.0,PHI,15,1,1,NOP,0.5542168674698795
0.426,0.25,0.739,23.0,53.0,20.0,17.0,12.0,9.0,GSW,4,1,1,NOP,0.4523809523809524
0.523,0.382,0.889,27.0,40.0,37.0,18.0,13.0,8.0,UTA,11,0,1,NOP,0.2682926829268293
0.459,0.341,0.759,29.0,58.0,32.0,19.0,5.0,11.0,UTA,10,0,1,NOP,0.2682926829268293
0.449,0.364,0.833,30.0,41.0,22.0,17.0,6.0,4.0,LAC,-20,0,0,NOP,0.5060240963855421
0.422,0.276,0.895,19.0,41.0,29.0,19.0,12.0,3.0,LAL,-9,0,0,NOP,0.6463414634146342
0.5,0.353,0.852,27.0,52.0,27.0,12.0,7.0,11.0,SAC,10,0,1,NOP,0.2682926829268293
0.446,0.357,0.865,37.0,42.0,18.0,15.0,8.0,3.0,PHO,-2,0,0,NOP,0.5476190476190477
0.528,0.304,0.787,47.0,44.0,25.0,8.0,11.0,6.0,WAS,20,1,1,NOP,0.2073170731707317
0.511,0.483,0.75,24.0,49.0,27.0,16.0,10.0,5.0,TOR,11,1,1,NOP,0.5609756097560976
0.44,0.406,0.692,26.0,48.0,19.0,13.0,7.0,6.0,HOU,-2,0,0,NOP,0.6341463414634146
0.505,0.314,0.647,34.0,57.0,31.0,14.0,7.0,12.0,DAL,18,1,1,NOP,0.3170731707317073
0.53,0.432,0.952,21.0,40.0,32.0,19.0,12.0,6.0,LAC,15,1,1,NOP,0.5060240963855421
0.474,0.382,0.818,22.0,40.0,21.0,16.0,11.0,2.0,LAC,6,1,1,NOP,0.5060240963855421
0.433,0.3,0.8,20.0,40.0,30.0,9.0,10.0,7.0,CLE,-5,1,0,NOP,0.6341463414634146
0.511,0.441,0.846,13.0,34.0,33.0,7.0,5.0,3.0,NYK,-5,0,0,NOP,0.6463414634146342
0.463,0.36,0.458,24.0,42.0,26.0,15.0,12.0,7.0,DET,-21,0,0,NOP,0.7317073170731707
0.419,0.25,0.84,25.0,43.0,21.0,14.0,7.0,8.0,TOR,-13,0,0,NOP,0.5609756097560976
0.43,0.31,0.679,28.0,36.0,19.0,11.0,4.0,9.0,HOU,-32,1,0,NOP,0.6341463414634146
0.452,0.391,0.808,26.0,44.0,25.0,19.0,9.0,5.0,POR,-12,0,0,NOP,0.5180722891566265
0.476,0.412,0.905,21.0,36.0,24.0,13.0,12.0,3.0,SAC,-4,0,0,NOP,0.2682926829268293
0.417,0.323,0.778,36.0,47.0,18.0,15.0,7.0,8.0,ORL,-4,1,0,NOP,0.5476190476190477
0.575,0.412,0.87,23.0,48.0,32.0,17.0,15.0,5.0,UTA,19,1,1,NOP,0.2682926829268293
0.458,0.281,0.7,30.0,44.0,22.0,13.0,6.0,3.0,BOS,-26,0,0,NOP,0.6829268292682927
0.421,0.238,0.816,38.0,52.0,20.0,9.0,9.0,6.0,MIN,-6,0,0,NOP,0.5975609756097561
0.43,0.35,0.861,36.0,48.0,22.0,14.0,8.0,4.0,CLE,8,1,1,NYK,0.6341463414634146
0.384,0.378,0.88,25.0,53.0,23.0,20.0,7.0,4.0,BOS,10,1,1,NYK,0.6829268292682927
0.388,0.278,0.762,21.0,52.0,23.0,16.0,9.0,3.0,MIA,-8,0,0,NYK,0.5180722891566265
0.424,0.325,0.87,23.0,45.0,24.0,13.0,9.0,2.0,MIL,-10,0,0,NYK,0.3902439024390244
0.495,0.4,0.739,23.0,39.0,27.0,12.0,3.0,5.0,CHI,-10,0,0,NYK,0.3780487804878049
0.453,0.476,1.0,22.0,47.0,31.0,11.0,7.0,5.0,CHI,12,1,1,NYK,0.3780487804878049
0.468,0.366,0.8,20.0,49.0,32.0,12.0,12.0,4.0,WAS,17,1,1,NYK,0.2073170731707317
0.539,0.452,0.889,9.0,50.0,32.0,14.0,7.0,8.0,MIN,23,1,1,NYK,0.5975609756097561
0.539,0.459,0.808,26.0,46.0,31.0,14.0,9.0,3.0,BRK,36,1,1,NYK,0.24390243902439024
0.48,0.4,0.85,20.0,44.0,35.0,15.0,12.0,2.0,MEM,13,1,1,NYK,0.3048780487804878
0.443,0.306,0.783,23.0,37.0,20.0,14.0,10.0,3.0,ORL,-17,1,0,NYK,0.5476190476190477
0.462,0.396,0.793,29.0,51.0,32.0,8.0,9.0,2.0,MIA,8,1,1,NYK,0.5180722891566265
0.457,0.25,0.75,24.0,48.0,23.0,17.0,7.0,7.0,MIA,-2,0,0,NYK,0.5180722891566265
0.441,0.286,0.543,35.0,49.0,27.0,9.0,8.0,10.0,DAL,2,0,1,NYK,0.3170731707317073
0.544,0.351,0.786,28.0,36.0,28.0,17.0,5.0,4.0,ORL,-12,0,0,NYK,0.5476190476190477
0.511,0.343,0.786,14.0,43.0,28.0,8.0,6.0,6.0,BRK,13,0,1,NYK,0.24390243902439024
0.568,0.52,0.889,18.0,41.0,26.0,15.0,12.0,4.0,CHO,28,0,1,NYK,0.5357142857142857
0.452,0.412,0.848,33.0,44.0,25.0,13.0,10.0,2.0,MIL,9,1,1,NYK,0.3902439024390244
0.458,0.356,0.75,16.0,61.0,27.0,18.0,9.0,3.0,TOR,22,1,1,NYK,0.5609756097560976
0.506,0.432,0.706,17.0,33.0,29.0,12.0,5.0,2.0,BOS,-6,0,0,NYK,0.6829268292682927
0.477,0.316,0.852,27.0,44.0,28.0,9.0,9.0,6.0,CHO,15,1,1,NYK,0.5357142857142857
0.56,0.5,0.885,26.0,46.0,30.0,13.0,9.0,2.0,UTA,34,1,1,NYK,0.2682926829268293
0.429,0.314,0.85,20.0,52.0,24.0,11.0,8.0,7.0,ORL,6,1,1,NYK,0.5476190476190477
0.525,0.457,0.607,28.0,48.0,19.0,14.0,9.0,7.0,TOR,16,0,1,NYK,0.5609756097560976
0.607,0.35,0.742,31.0,41.0,28.0,12.0,9.0,7.0,ORL,12,0,1,NYK,0.5476190476190477
0.467,0.395,0.579,19.0,46.0,31.0,16.0,10.0,5.0,IND,1,0,1,NYK,0.23170731707317074
0.443,0.25,0.84,25.0,57.0,26.0,18.0,3.0,3.0,PHI,-9,1,0,NYK,0.5542168674698795
0.553,0.526,0.857,21.0,36.0,28.0,13.0,7.0,3.0,MIA,7,1,1,NYK,0.5180722891566265
0.414,0.367,0.733,15.0,55.0,20.0,19.0,8.0,2.0,MIN,-11,0,0,NYK,0.5975609756097561
0.468,0.477,0.773,22.0,43.0,28.0,13.0,9.0,4.0,CLE,2,1,1,NYK,0.6341463414634146
0.453,0.349,0.844,32.0,55.0,27.0,14.0,9.0,4.0,ATL,3,0,1,NYK,0.5609756097560976
0.484,0.455,0.947,19.0,42.0,35.0,9.0,8.0,4.0,NOP,5,0,1,NYK,0.3170731707317073
0.479,0.423,0.9,20.0,40.0,32.0,10.0,7.0,2.0,SAS,-2,0,0,NYK,0.7560975609756098
0.371,0.214,0.857,21.0,52.0,27.0,15.0,8.0,6.0,ATL,-12,1,0,NYK,0.5609756097560976
0.427,0.4,0.844,32.0,44.0,23.0,16.0,9.0,2.0,PHI,-11,1,0,NYK,0.5542168674698795
0.421,0.433,0.929,14.0,30.0,15.0,20.0,7.0,3.0,DET,-31,0,0,NYK,0.7317073170731707
0.5,0.424,0.882,17.0,48.0,31.0,12.0,5.0,6.0,LAC,12,1,1,NYK,0.5060240963855421
0.451,0.39,0.81,21.0,50.0,22.0,18.0,3.0,1.0,PHO,-5,0,0,NYK,0.5476190476190477
0.505,0.37,0.75,8.0,45.0,32.0,12.0,11.0,7.0,POR,9,0,1,NYK,0.5180722891566265
0.39,0.195,0.652,23.0,45.0,23.0,9.0,11.0,6.0,SAC,-11,0,0,NYK,0.2682926829268293
0.462,0.368,0.789,19.0,41.0,28.0,12.0,3.0,2.0,GSW,-13,0,0,NYK,0.4523809523809524
0.402,0.318,0.76,25.0,47.0,20.0,17.0,9.0,5.0,PHO,-7,1,0,NYK,0.5476190476190477
0.4,0.29,0.6,20.0,53.0,22.0,17.0,10.0,5.0,DAL,-17,1,0,NYK,0.3170731707317073
0.575,0.5,0.706,17.0,56.0,28.0,12.0,10.0,6.0,BRK,54,1,1,NYK,0.24390243902439024
0.441,0.341,0.556,27.0,53.0,27.0,11.0,6.0,5.0,PHI,3,0,1,NYK,0.5542168674698795
0.474,0.406,0.889,18.0,44.0,24.0,21.0,11.0,1.0,SAC,16,1,1,NYK,0.2682926829268293
0.5,0.368,0.833,18.0,48.0,32.0,18.0,12.0,5.0,TOR,27,0,1,NYK,0.5609756097560976
0.485,0.422,0.857,14.0,52.0,29.0,14.0,9.0,3.0,POR,30,1,1,NYK,0.5180722891566265
0.473,0.429,0.727,11.0,46.0,30.0,10.0,7.0,2.0,LAL,12,1,1,NYK,0.6463414634146342
0.522,0.459,0.778,27.0,50.0,34.0,9.0,6.0,5.0,WAS,31,0,1,NYK,0.2073170731707317
0.5,0.36,0.842,19.0,45.0,28.0,12.0,4.0,2.0,DEN,7,1,1,NYK,0.6585365853658537
0.354,0.242,0.824,17.0,35.0,22.0,15.0,6.0,1.0,DET,-38,0,0,NYK,0.7317073170731707
0.482,0.4,0.708,24.0,46.0,23.0,8.0,5.0,3.0,BOS,22,0,1,NYK,0.6829268292682927
0.5,0.304,0.741,27.0,46.0,33.0,12.0,4.0,4.0,IND,-3,1,0,NYK,0.23170731707317074
0.527,0.455,0.815,27.0,51.0,41.0,15.0,13.0,6.0,PHI,49,0,1,NYK,0.5542168674698795
0.471,0.229,0.75,28.0,38.0,24.0,12.0,9.0,7.0,DET,-15,1,0,NYK,0.7317073170731707
0.494,0.385,0.875,16.0,29.0,26.0,12.0,11.0,0.0,HOU,2,1,1,NYK,0.6341463414634146
0.452,0.357,0.667,21.0,50.0,27.0,13.0,9.0,4.0,CHI,6,0,1,NYK,0.3780487804878049
0.407,0.27,0.667,21.0,44.0,23.0,17.0,7.0,8.0,CLE,-15,0,0,NYK,0.6341463414634146
0.523,0.5,0.875,16.0,44.0,33.0,11.0,7.0,6.0,MIL,29,0,1,NYK,0.3902439024390244
0.443,0.354,0.579,19.0,54.0,27.0,14.0,13.0,3.0,SAS,25,1,1,NYK,0.7560975609756098
0.568,0.345,0.75,12.0,43.0,32.0,18.0,10.0,4.0,TOR,16,0,1,NYK,0.5609756097560976
0.42,0.286,0.727,22.0,48.0,23.0,14.0,5.0,3.0,OKC,-3,1,0,NYK,0.7804878048780488
0.579,0.471,0.762,21.0,50.0,44.0,11.0,11.0,4.0,DEN,39,0,1,NYK,0.6585365853658537
0.427,0.235,0.905,21.0,47.0,23.0,19.0,7.0,2.0,LAL,-13,0,0,NYK,0.6463414634146342
0.511,0.35,0.75,16.0,51.0,32.0,20.0,5.0,1.0,LAC,-8,0,0,NYK,0.5060240963855421
0.522,0.425,0.955,22.0,45.0,37.0,12.0,10.0,3.0,UTA,17,0,1,NYK,0.2682926829268293
0.42,0.286,0.76,25.0,53.0,20.0,12.0,4.0,4.0,IND,9,0,1,NYK,0.23170731707317074
0.464,0.313,0.957,23.0,44.0,23.0,15.0,9.0,6.0,GSW,3,1,1,NYK,0.4523809523809524
0.54,0.439,0.769,13.0,49.0,38.0,9.0,13.0,3.0,IND,26,1,1,NYK,0.23170731707317074
0.408,0.276,0.719,32.0,52.0,22.0,22.0,10.0,5.0,BRK,1,0,1,NYK,0.24390243902439024
0.585,0.531,0.947,19.0,48.0,32.0,14.0,6.0,2.0,WAS,32,1,1,NYK,0.2073170731707317
0.518,0.394,0.909,22.0,41.0,29.0,11.0,5.0,4.0,NOP,5,1,1,NYK,0.3170731707317073
0.512,0.379,0.889,9.0,24.0,26.0,10.0,8.0,2.0,CHO,-11,0,0,NYK,0.5357142857142857
0.439,0.429,0.765,17.0,41.0,19.0,19.0,8.0,3.0,OKC,-11,0,0,NYK,0.7804878048780488
0.424,0.294,0.75,16.0,41.0,22.0,11.0,5.0,2.0,HOU,-17,0,0,NYK,0.6341463414634146
0.552,0.406,0.875,24.0,49.0,36.0,19.0,7.0,6.0,MEM,11,0,1,NYK,0.3048780487804878
0.527,0.385,0.893,28.0,54.0,30.0,9.0,11.0,3.0,CHI,40,1,1,NYK,0.3780487804878049
0.5,0.333,0.765,17.0,47.0,29.0,17.0,9.0,7.0,ATL,3,0,1,NYK,0.5609756097560976
0.538,0.429,0.733,15.0,30.0,29.0,7.0,9.0,2.0,BOS,6,1,1,NYK,0.6829268292682927
0.547,0.258,0.815,27.0,37.0,24.0,12.0,10.0,0.0,TOR,17,1,1,NYK,0.5609756097560976
0.433,0.325,0.625,8.0,39.0,25.0,11.0,10.0,3.0,CHO,-14,1,0,NYK,0.5357142857142857
0.442,0.25,0.8,25.0,38.0,29.0,12.0,12.0,4.0,HOU,1,1,1,OKC,0.6341463414634146
0.453,0.286,0.882,51.0,60.0,17.0,14.0,6.0,2.0,IND,6,0,1,OKC,0.23170731707317074
0.462,0.378,0.895,19.0,50.0,21.0,13.0,13.0,3.0,ATL,17,0,1,OKC,0.5609756097560976
0.467,0.2,0.846,13.0,55.0,21.0,13.0,5.0,5.0,DAL,7,0,1,OKC,0.3170731707317073
0.457,0.318,0.9,10.0,44.0,26.0,15.0,11.0,10.0,SAC,6,1,1,OKC,0.2682926829268293
0.449,0.327,0.821,28.0,47.0,29.0,6.0,16.0,8.0,WAS,19,1,1,OKC,0.2073170731707317
0.56,0.417,0.885,26.0,42.0,33.0,13.0,12.0,5.0,NOP,31,1,1,OKC,0.3170731707317073
0.523,0.474,0.818,22.0,40.0,28.0,11.0,12.0,6.0,LAC,19,0,1,OKC,0.5060240963855421
0.418,0.395,0.903,31.0,50.0,24.0,15.0,9.0,5.0,POR,-2,0,0,OKC,0.5180722891566265
0.538,0.371,0.875,24.0,52.0,27.0,11.0,9.0,8.0,SAC,31,0,1,OKC,0.2682926829268293
0.432,0.233,0.846,26.0,51.0,19.0,6.0,10.0,3.0,MEM,14,0,1,OKC,0.3048780487804878
0.506,0.444,0.839,31.0,40.0,29.0,20.0,12.0,4.0,GSW,24,1,1,OKC,0.4523809523809524
0.5,0.308,0.913,23.0,42.0,28.0,11.0,14.0,4.0,LAL,29,1,1,OKC,0.6463414634146342
0.506,0.478,0.8,10.0,50.0,26.0,14.0,9.0,6.0,CHO,13,0,1,OKC,0.5357142857142857
0.494,0.405,0.821,28.0,38.0,30.0,18.0,12.0,6.0,NOP,17,0,1,OKC,0.3170731707317073
0.466,0.263,0.913,23.0,45.0,22.0,16.0,9.0,10.0,SAC,14,1,1,OKC,0.2682926829268293
0.614,0.622,0.76,25.0,26.0,36.0,14.0,15.0,4.0,UTA,32,0,1,OKC,0.2682926829268293
0.529,0.417,0.739,23.0,49.0,33.0,14.0,9.0,8.0,POR,27,1,1,OKC,0.5180722891566265
0.475,0.269,0.789,38.0,39.0,19.0,9.0,8.0,3.0,MIN,8,1,1,OKC,0.5975609756097561
0.483,0.469,0.857,28.0,37.0,27.0,10.0,9.0,3.0,PHO,4,1,1,OKC,0.5476190476190477
0.489,0.345,0.781,32.0,49.0,27.0,12.0,7.0,9.0,POR,8,0,1,OKC,0.5180722891566265
0.582,0.469,0.739,23.0,41.0,24.0,15.0,8.0,5.0,GSW,12,0,1,OKC,0.4523809523809524
0.56,0.4,0.929,28.0,43.0,30.0,6.0,5.0,3.0,DAL,21,1,1,OKC,0.3170731707317073
0.58,0.5,0.444,18.0,44.0,32.0,14.0,9.0,3.0,UTA,30,0,1,OKC,0.2682926829268293
0.591,0.55,0.923,13.0,43.0,32.0,15.0,14.0,7.0,PHO,49,1,1,OKC,0.5476190476190477
0.413,0.243,0.889,27.0,51.0,20.0,15.0,13.0,4.0,SAS,-2,1,0,OKC,0.7560975609756098
0.475,0.361,0.813,16.0,38.0,28.0,9.0,18.0,4.0,LAC,21,1,1,OKC,0.5060240963855421
0.37,0.282,0.933,30.0,52.0,16.0,12.0,7.0,10.0,MIN,-5,0,0,OKC,0.5975609756097561
0.489,0.385,0.857,14.0,46.0,20.0,13.0,14.0,4.0,MEM,16,1,1,OKC,0.3048780487804878
0.541,0.4,0.857,7.0,36.0,23.0,15.0,5.0,1.0,SAS,-20,0,0,OKC,0.7560975609756098
0.389,0.25,0.68,25.0,48.0,23.0,7.0,7.0,6.0,SAS,-15,1,0,OKC,0.7560975609756098
0.575,0.357,0.76,25.0,35.0,27.0,14.0,12.0,6.0,PHI,25,1,1,OKC,0.5542168674698795
0.541,0.375,0.957,23.0,49.0,27.0,14.0,9.0,7.0,ATL,11,1,1,OKC,0.5609756097560976
0.489,0.327,0.769,26.0,41.0,29.0,15.0,15.0,10.0,POR,29,1,1,OKC,0.5180722891566265
0.522,0.421,1.0,19.0,51.0,34.0,14.0,10.0,5.0,GSW,37,0,1,OKC,0.4523809523809524
0.476,0.313,0.895,19.0,29.0,20.0,9.0,2.0,4.0,PHO,-3,0,0,OKC,0.5476190476190477
0.366,0.282,0.667,27.0,33.0,18.0,8.0,14.0,5.0,CHO,-27,1,0,OKC,0.5357142857142857
0.436,0.184,0.81,42.0,51.0,26.0,11.0,14.0,11.0,UTA,4,1,1,OKC,0.2682926829268293
0.473,0.243,0.786,28.0,36.0,24.0,6.0,9.0,8.0,MEM,1,0,1,OKC,0.3048780487804878
0.505,0.294,0.714,28.0,46.0,23.0,13.0,12.0,5.0,MIA,12,1,1,OKC,0.5180722891566265
0.519,0.367,0.889,27.0,43.0,26.0,11.0,7.0,11.0,SAS,21,1,1,OKC,0.7560975609756098
0.461,0.39,0.867,15.0,44.0,25.0,12.0,9.0,12.0,HOU,20,0,1,OKC,0.6341463414634146
0.545,0.448,0.821,28.0,46.0,23.0,15.0,3.0,6.0,MIA,-2,0,0,OKC,0.5180722891566265
0.556,0.489,0.65,20.0,38.0,32.0,13.0,11.0,6.0,CLE,32,0,1,OKC,0.6341463414634146
0.544,0.389,0.667,15.0,42.0,24.0,8.0,12.0,3.0,MIL,20,0,1,OKC,0.3902439024390244
0.488,0.269,0.9,30.0,41.0,18.0,9.0,4.0,8.0,IND,-3,1,0,OKC,0.23170731707317074
0.44,0.256,0.774,31.0,37.0,21.0,11.0,5.0,5.0,TOR,-2,1,0,OKC,0.5609756097560976
0.402,0.342,0.913,23.0,53.0,25.0,16.0,4.0,9.0,NOP,9,1,1,OKC,0.3170731707317073
0.477,0.355,0.9,20.0,36.0,27.0,16.0,11.0,5.0,MIN,-12,0,0,OKC,0.5975609756097561
0.471,0.396,0.815,27.0,39.0,23.0,13.0,12.0,6.0,DEN,10,0,1,OKC,0.6585365853658537
0.516,0.343,0.769,26.0,52.0,33.0,11.0,12.0,1.0,ORL,36,1,1,OKC,0.5476190476190477
0.398,0.404,0.929,14.0,46.0,26.0,14.0,10.0,9.0,SAS,-10,0,0,OKC,0.7560975609756098
0.451,0.389,0.643,28.0,42.0,25.0,17.0,10.0,2.0,HOU,-6,1,0,OKC,0.6341463414634146
0.483,0.424,0.724,29.0,45.0,23.0,16.0,12.0,4.0,LAL,9,0,1,OKC,0.6463414634146342
0.584,0.417,0.895,19.0,37.0,28.0,8.0,6.0,3.0,PHO,27,0,1,OKC,0.5476190476190477
0.373,0.333,0.8,20.0,47.0,22.0,16.0,3.0,6.0,MIL,-17,1,0,OKC,0.3902439024390244
0.422,0.371,0.88,25.0,47.0,22.0,19.0,11.0,4.0,BRK,19,1,1,OKC,0.24390243902439024
0.488,0.512,0.64,25.0,44.0,32.0,16.0,12.0,4.0,CLE,8,1,1,OKC,0.6341463414634146
0.474,0.4,0.833,12.0,49.0,26.0,19.0,10.0,5.0,TOR,9,0,1,OKC,0.5609756097560976
0.406,0.367,0.952,21.0,37.0,28.0,14.0,7.0,3.0,DET,-8,0,0,OKC,0.7317073170731707
0.465,0.343,0.852,27.0,56.0,29.0,12.0,14.0,10.0,DEN,6,1,1,OKC,0.6585365853658537
0.446,0.205,0.667,15.0,46.0,22.0,9.0,9.0,8.0,DAL,13,0,1,OKC,0.3170731707317073
0.434,0.238,0.833,24.0,51.0,23.0,9.0,10.0,3.0,CHI,8,0,1,OKC,0.3780487804878049
0.452,0.381,0.84,25.0,38.0,21.0,16.0,8.0,0.0,NYK,3,0,1,OKC,0.6463414634146342
0.423,0.357,0.958,24.0,42.0,24.0,14.0,7.0,1.0,GSW,7,1,1,OKC,0.4523809523809524
0.505,0.404,0.762,21.0,37.0,27.0,3.0,3.0,9.0,DEN,3,1,1,OKC,0.6585365853658537
0.476,0.25,0.765,17.0,39.0,22.0,12.0,7.0,4.0,BOS,2,1,1,OKC,0.6829268292682927
0.416,0.375,0.895,19.0,44.0,28.0,7.0,16.0,6.0,MIN,13,1,1,OKC,0.5975609756097561
0.444,0.31,0.889,27.0,53.0,19.0,12.0,8.0,3.0,ORL,5,0,1,OKC,0.5476190476190477
0.529,0.4,0.773,22.0,45.0,26.0,19.0,16.0,5.0,BRK,29,0,1,OKC,0.24390243902439024
0.538,0.367,0.7,30.0,55.0,31.0,13.0,6.0,6.0,WAS,21,0,1,OKC,0.2073170731707317
0.533,0.439,0.9,10.0,48.0,33.0,15.0,6.0,10.0,PHI,20,0,1,OKC,0.5542168674698795
0.475,0.324,0.808,26.0,35.0,17.0,7.0,7.0,3.0,BOS,-10,0,0,OKC,0.6829268292682927
0.465,0.311,0.742,31.0,58.0,29.0,10.0,9.0,9.0,CHI,18,1,1,OKC,0.3780487804878049
0.467,0.357,0.816,38.0,39.0,21.0,15.0,10.0,0.0,NYK,11,1,1,OKC,0.6463414634146342
0.469,0.294,0.875,32.0,42.0,17.0,18.0,9.0,6.0,DET,4,1,1,OKC,0.7317073170731707
0.539,0.452,0.769,13.0,50.0,32.0,10.0,12.0,5.0,LAL,43,1,1,OKC,0.6463414634146342
0.587,0.533,0.875,16.0,46.0,40.0,16.0,8.0,8.0,UTA,35,1,1,OKC,0.2682926829268293
0.506,0.512,0.857,14.0,46.0,29.0,12.0,15.0,2.0,LAL,36,0,1,OKC,0.6463414634146342
0.578,0.382,0.792,24.0,44.0,30.0,13.0,9.0,7.0,LAC,18,0,1,OKC,0.5060240963855421
0.424,0.318,0.75,12.0,46.0,25.0,13.0,11.0,1.0,DEN,-20,0,0,OKC,0.6585365853658537
0.432,0.391,0.333,9.0,36.0,32.0,10.0,9.0,7.0,PHO,-32,1,0,OKC,0.5476190476190477
0.467,0.4,0.829,35.0,46.0,23.0,15.0,8.0,7.0,MIA,4,1,1,ORL,0.5180722891566265
0.474,0.29,0.649,37.0,45.0,21.0,22.0,7.0,3.0,ATL,-4,1,0,ORL,0.5609756097560976
0.391,0.125,0.818,33.0,53.0,12.0,20.0,8.0,5.0,CHI,-12,1,0,ORL,0.3780487804878049
0.549,0.32,0.684,38.0,43.0,27.0,13.0,4.0,7.0,PHI,-12,0,0,ORL,0.5542168674698795
0.458,0.387,0.7,40.0,43.0,22.0,17.0,5.0,5.0,DET,-19,0,0,ORL,0.7317073170731707
0.517,0.421,0.739,23.0,38.0,29.0,13.0,10.0,7.0,CHO,16,0,1,ORL,0.5357142857142857
0.511,0.333,0.864,22.0,53.0,32.0,17.0,13.0,10.0,WAS,31,0,1,ORL,0.2073170731707317
0.434,0.324,0.879,33.0,41.0,26.0,19.0,9.0,1.0,ATL,-15,0,0,ORL,0.5609756097560976
0.5,0.472,0.774,31.0,44.0,28.0,15.0,8.0,7.0,BOS,13,1,1,ORL,0.6829268292682927
0.449,0.241,0.938,32.0,42.0,21.0,17.0,8.0,4.0,BOS,-4,1,0,ORL,0.6829268292682927
0.448,0.267,0.853,34.0,50.0,26.0,13.0,6.0,7.0,POR,3,1,1,ORL,0.5180722891566265
0.488,0.364,0.848,33.0,49.0,29.0,15.0,10.0,4.0,NYK,17,0,1,ORL,0.6463414634146342
